1,0.016303456,0.018712333
2,0.000498209,0.012887749
3,0.000356954,0.023115221
4,0.006045277,0.05628221
5,0.005449376,0.116991951
6,0.006388677,0.301143558
7,0.006973034,0.490390668
8,0.006820229,0.481122544
9,0.006763765,0.518518003
10,0.006431516,0.735625432
11,0.011280246,1.281608942
12,0.018699628,1.433041942
13,0.007173183,1.705276066
14,0.007107558,1.728778246
15,0.006847058,2.250996485
16,0.005548336,2.646534825
17,0.006677482,3.824919895
18,0.007213478,3.588702652
19,0.006909247,4.506185852
20,0.006948595,5.225937856
