1,0.017281239
2,0.000515664
3,0.000510813
4,0.00709623
5,0.007031701
6,0.007765749
7,0.007209812
8,0.00695294
9,0.007304674
10,0.006910746
11,0.006644489
12,0.006004434
13,0.006560972
14,0.006995601
15,0.007090823
16,0.006446755
17,0.006990177
18,0.006987274
19,0.007185534
20,0.006544358
21,0.006884671
22,0.007248188
23,0.00717295
24,0.007233839
25,0.007251484
26,0.006948552
27,0.006768888
28,0.006158519
29,0.007356362
30,0.00739993
31,0.00707353
32,0.00742315
33,0.006997128
34,0.007611647
35,0.007426247
36,0.007182257
37,0.005399805
38,0.007637178
39,0.007794332
40,0.007522436
41,0.007299314
42,0.007372278
43,0.007591025
44,0.008685637
45,0.008363533
46,0.008257819
47,0.008462933
48,0.008109374
49,0.008813565
50,0.00775836
51,0.008123642
52,0.009506363
53,0.008791175
54,0.008916764
55,0.0084774
56,0.008959155
57,0.009802225
58,0.008630848
59,0.007909739
60,0.00899504
61,0.009411666
62,0.006363915
63,0.008564559
64,0.009414523
65,0.00968271
66,0.008908863
67,0.009731588
68,0.009886004
69,0.010002356
70,0.009388131
71,0.010027351
72,0.008491256
73,0.009235726
74,0.01218475
75,0.01096417
76,0.01063594
77,0.010397608
78,0.01065233
79,0.010925674
80,0.009541966
81,0.010747161
82,0.011318249
83,0.011702415
84,0.011564776
85,0.011010613
86,0.011483526
87,0.011188593
88,0.011557082
89,0.011925673
90,0.012739219
91,0.013171923
92,0.013217317
93,0.012559694
94,0.012881692
95,0.012648847
96,0.012632234
97,0.013013412
98,0.012886213
99,0.013233005
100,0.013997345
101,0.013958028
102,0.014795451
103,0.014524338
104,0.0151638
105,0.013868264
106,0.014955443
107,0.01481127
108,0.01487178
109,0.015263864
110,0.013479154
111,0.015947032
112,0.015579749
113,0.016447132
114,0.015910819
115,0.015969254
116,0.017234787
117,0.017139114
118,0.01783583
119,0.017733074
120,0.01760421
121,0.017227071
122,0.01834972
123,0.018694155
124,0.018473482
125,0.019022617
126,0.019070578
127,0.019427089
128,0.0194895
129,0.019593193
130,0.020322012
131,0.020430082
132,0.020260362
133,0.020742016
134,0.020922567
135,0.022716935
136,0.022206553
137,0.022611807
138,0.021522499
139,0.022321152
140,0.022878206
141,0.023075275
142,0.023916249
143,0.023532031
144,0.023792179
145,0.02363897
146,0.023909676
147,0.02418354
148,0.024535553
149,0.024514714
150,0.025986045
151,0.025369532
152,0.025483681
153,0.0258367
154,0.028707691
155,0.026810049
156,0.028013016
157,0.027119406
158,0.027107713
159,0.025897991
160,0.027445195
161,0.027168047
162,0.028626152
163,0.02736581
164,0.028444552
165,0.029081729
166,0.026413683
167,0.028974898
168,0.028154607
169,0.029093039
170,0.027829321
171,0.030262478
172,0.030524116
173,0.031710844
174,0.031748583
175,0.031075077
176,0.031600207
177,0.031876095
178,0.032377137
179,0.032380835
180,0.032256059
181,0.034569965
182,0.033625224
183,0.146613822
184,0.034114753
185,0.034714617
186,0.034449236
187,0.034632549
188,0.034306593
189,0.036174935
190,0.034661399
191,0.03434395
192,0.033863188
193,0.034954565
194,0.036588728
195,0.036736685
196,0.038092872
197,0.038574763
198,0.038264598
199,0.038294903
200,0.038511039
