5,0.0047386521473526955
6,0.008221762953326106
7,0.02039895113557577
8,0.035545613849535584
9,0.07691813702695072
10,0.12359194899909198
11,0.23423758381977677
12,0.30230317590758204
13,0.3939636778086424
14,1.5261755681131035
15,2.101612753001973
16,1.1837850511074066
17,1.7352377730421722
18,1.9420869429595768
19,4.444827964995056
20,4.142489076126367
21,7.06930149695836
22,4.978703610831872
23,7.080647356109694
24,8.243070125812665
25,10.615943907061592
26,13.701907239854336
27,15.101456630043685
28,14.653873873874545
29,18.451509720878676
30,22.972149722045287
31,27.07148752710782
32,32.65886761713773
33,36.54625118221156
34,41.35126440995373
35,47.542936141835526
36,59.31526719592512
37,61.96329359407537
38,70.0727940381039
39,83.72456029313616
